"drug_name","drug_id","ind_name","ind_id","NCT","status","phase","DetailedStatus"
"Methylprednisolone","DB00959","Cooley's anemia","C0002875",NA,"Approved",NA,NA
"Methylprednisolone","DB00959","Aspiration pneumonitis","C1761609",NA,"Approved",NA,NA
"Methylprednisolone","DB00959","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"Methylprednisolone","DB00959","Hay fever","C0018621",NA,"Approved",NA,NA
"Methylprednisolone","DB00959","Rhinitis, Allergic, Perennial","C0035457",NA,"Approved",NA,NA
"Pindolol","DB00960","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"Zaleplon","DB00962","Initial insomnia","C0393760",NA,"Approved",NA,NA
"Zaleplon","DB00962","Sleep Initiation and Maintenance Disorders","C0021603",NA,"Approved",NA,NA
"Bromfenac","DB00963","Pain","C0030193",NA,"Approved",NA,NA
"Apraclonidine","DB00964","Cerebrovascular Occlusion","C0596298",NA,"Approved",NA,NA
"Apraclonidine","DB00964","Glaucoma, Open-Angle","C0017612",NA,"Approved",NA,NA
"Telmisartan","DB00966","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"Telmisartan","DB00966","Cerebrovascular accident","C0038454",NA,"Approved",NA,NA
"Desloratadine","DB00967","Chronic idiopathic urticaria","C0578870",NA,"Approved",NA,NA
"Desloratadine","DB00967","Rhinitis, Vasomotor","C0035460",NA,"Approved",NA,NA
"Desloratadine","DB00967","Hay fever","C0018621",NA,"Approved",NA,NA
"Desloratadine","DB00967","Sneezing","C0037383",NA,"Approved",NA,NA
"Desloratadine","DB00967","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"Desloratadine","DB00967","Common Cold","C0009443",NA,"Approved",NA,NA
"Desloratadine","DB00967","Nasal congestion (finding)","C0027424",NA,"Approved",NA,NA
"Desloratadine","DB00967","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"Desloratadine","DB00967","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"Desloratadine","DB00967","Allergic urticaria","C0149526",NA,"Approved",NA,NA
"Methyldopa","DB00968","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"Alosetron","DB00969","Irritable bowel syndrome with diarrhea","C0348898",NA,"Approved",NA,NA
"Alosetron","DB00969","Diarrhoea predominant irritable bowel syndrome","C1262211",NA,"Approved",NA,NA
"Dactinomycin","DB00970","Gestational Trophoblastic Neoplasms","C1135868",NA,"Approved",NA,NA
"Dactinomycin","DB00970","Nephroblastoma","C0027708",NA,"Approved",NA,NA
"Dactinomycin","DB00970","Rhabdomyosarcoma","C0035412",NA,"Approved",NA,NA
"Dactinomycin","DB00970","Ewings sarcoma","C0553580",NA,"Approved",NA,NA
"Selenium Sulfide","DB00971","Seborrheic dermatitis","C0036508",NA,"Approved",NA,NA
"Selenium Sulfide","DB00971","Scurfiness of scalp","C0423775",NA,"Approved",NA,NA
"Selenium Sulfide","DB00971","Tinea Versicolor","C0040262",NA,"Approved",NA,NA
"Azelastine","DB00972","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"Azelastine","DB00972","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"Azelastine","DB00972","Rhinitis, Vasomotor","C0035460",NA,"Approved",NA,NA
"Azelastine","DB00972","Hay fever","C0018621",NA,"Approved",NA,NA
"Ezetimibe","DB00973","Hyperlipidemia, Familial Combined","C0020474",NA,"Approved",NA,NA
"Ezetimibe","DB00973","Familial hypercholesterolemia - homozygous","C0342881",NA,"Approved",NA,NA
"Ezetimibe","DB00973","Hypercholesterolemia","C0020443",NA,"Approved",NA,NA
"Ezetimibe","DB00973","Familial hypercholesterolemia - heterozygous","C0342882",NA,"Approved",NA,NA
"Ezetimibe","DB00973","Hyperlipidemia","C0020473",NA,"Approved",NA,NA
"Ezetimibe","DB00973","Sitosterolemia","C0342907",NA,"Approved",NA,NA
"Edetic Acid","DB00974","Accidental poisoning by lead and its compounds and fumes","C0261486",NA,"Approved",NA,NA
"Edetic Acid","DB00974","Hypercalcemia","C0020437",NA,"Approved",NA,NA
"Dipyridamole","DB00975","Chronic heart failure","C0264716",NA,"Approved",NA,NA
"Dipyridamole","DB00975","Atrial Fibrillation","C0004238",NA,"Approved",NA,NA
"Dipyridamole","DB00975","Platelet aggregation inhibition","C0919737",NA,"Approved",NA,NA
"Telithromycin","DB00976","Haemophilus influenzae pneumonia","C0276026",NA,"Approved",NA,NA
"Telithromycin","DB00976","Moraxella catarrhalis pneumonia","C0857831",NA,"Approved",NA,NA
"Telithromycin","DB00976","Mycoplasma pneumonia","C0032302",NA,"Approved",NA,NA
"Telithromycin","DB00976","Chlamydial pneumonia","C0339959",NA,"Approved",NA,NA
"Telithromycin","DB00976","Streptococcal pneumonia","C0155862",NA,"Approved",NA,NA
"Ethinyl Estradiol","DB00977","Premenstrual Dysphoric Disorder","C0520676",NA,"Approved",NA,NA
"Ethinyl Estradiol","DB00977","Atrophy of vulva","C0156393",NA,"Approved",NA,NA
"Ethinyl Estradiol","DB00977","Hot flushes","C0600142",NA,"Approved",NA,NA
"Ethinyl Estradiol","DB00977","Acne Vulgaris","C0001144",NA,"Approved",NA,NA
"Ethinyl Estradiol","DB00977","Atrophic Vaginitis","C0221392",NA,"Approved",NA,NA
"Lomefloxacin","DB00978","Acute exacerbation of chronic bronchitis","C0856695",NA,"Approved",NA,NA
"Lomefloxacin","DB00978","Cystitis escherichia","C0853852",NA,"Approved",NA,NA
"Lomefloxacin","DB00978","Urinary tract infection","C0042029",NA,"Approved",NA,NA
"Lomefloxacin","DB00978","Bronchitis","C0006277",NA,"Approved",NA,NA
"Lomefloxacin","DB00978","Lower respiratory tract infection","C0149725",NA,"Approved",NA,NA
"Cyclopentolate","DB00979","Cycloplegia","C0235238",NA,"Approved",NA,NA
"Cyclopentolate","DB00979","Mydriasis","C0026961",NA,"Approved",NA,NA
"Ramelteon","DB00980","Initial insomnia","C0393760",NA,"Approved",NA,NA
"Physostigmine","DB00981","anticholinergic toxicity","C0237996",NA,"Approved",NA,NA
"Physostigmine","DB00981","Glaucoma, Open-Angle","C0017612",NA,"Approved",NA,NA
"Isotretinoin","DB00982","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"Formoterol","DB00983","Intrinsic asthma","C0155880",NA,"Approved",NA,NA
"Formoterol","DB00983","Pulmonary Emphysema","C0034067",NA,"Approved",NA,NA
"Formoterol","DB00983","Allergic asthma","C0155877",NA,"Approved",NA,NA
"Dimenhydrinate","DB00985","Vomiting","C0042963",NA,"Approved",NA,NA
"Dimenhydrinate","DB00985","Motion Sickness","C0026603",NA,"Approved",NA,NA
"Dimenhydrinate","DB00985","Nausea","C0027497",NA,"Approved",NA,NA
"Dimenhydrinate","DB00985","Vertigo","C0042571",NA,"Approved",NA,NA
"Dimenhydrinate","DB00985","Nausea and vomiting","C0027498",NA,"Approved",NA,NA
"Glycopyrronium","DB00986","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"Glycopyrronium","DB00986","Sialorrhea","C0037036",NA,"Approved",NA,NA
"Glycopyrronium","DB00986","Chronic Obstructive Airway Disease","C0024117",NA,"Approved",NA,NA
"Cytarabine","DB00987","Meningeal Leukemia","C0948840",NA,"Approved",NA,NA
"Cytarabine","DB00987","Metastatic Malignant Neoplasm to the Leptomeninges","C1704231",NA,"Approved",NA,NA
"Cytarabine","DB00987","Acute Promyelocytic Leukemia","C0023487",NA,"Approved",NA,NA
"Cytarabine","DB00987","Leukemia, Myelocytic, Acute","C0023467",NA,"Approved",NA,NA
"Cytarabine","DB00987","Acute lymphocytic leukemia","C0023449",NA,"Approved",NA,NA
"Dopamine","DB00988","Low Cardiac Output Syndrome","C0600177",NA,"Approved",NA,NA
"Dopamine","DB00988","Hypotension","C0020649",NA,"Approved",NA,NA
"Dopamine","DB00988","Decompensated cardiac failure","C0581377",NA,"Approved",NA,NA
"Dopamine","DB00988","Parkinson Disease, Postencephalitic","C0030568",NA,"Approved",NA,NA
"Dopamine","DB00988","Parkinsonian Disorders","C0242422",NA,"Approved",NA,NA
"Dopamine","DB00988","Parkinson Disease","C0030567",NA,"Approved",NA,NA
"Rivastigmine","DB00989","Alzheimer's Disease","C0002395",NA,"Approved",NA,NA
"Rivastigmine","DB00989","Dementia associated with Parkinson's Disease","C1828079",NA,"Approved",NA,NA
"Oxaprozin","DB00991","Degenerative polyarthritis","C0029408",NA,"Approved",NA,NA
"Oxaprozin","DB00991","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"Azathioprine","DB00993","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"Neomycin","DB00994","Urinary tract infection","C0042029",NA,"Approved",NA,NA
"Neomycin","DB00994","Otitis Externa","C0029878",NA,"Approved",NA,NA
"Neomycin","DB00994","Blepharoconjunctivitis","C0005743",NA,"Approved",NA,NA
"Neomycin","DB00994","Hepatic Encephalopathy","C0019151",NA,"Approved",NA,NA
"Neomycin","DB00994","Hepatic Coma","C0019147",NA,"Approved",NA,NA
"Neomycin","DB00994","Keratitis","C0022568",NA,"Approved",NA,NA
"Neomycin","DB00994","Uveitis","C0042164",NA,"Approved",NA,NA
"Neomycin","DB00994","Infective blepharitis","C0729587",NA,"Approved",NA,NA
"Neomycin","DB00994","Corneal abrasion","C0010032",NA,"Approved",NA,NA
"Neomycin","DB00994","Bacterial keratitis","C0854211",NA,"Approved",NA,NA
"Auranofin","DB00995","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"Gabapentin","DB00996","Postherpetic neuralgia","C0032768",NA,"Approved",NA,NA
"Gabapentin","DB00996","Restless Legs Syndrome","C0035258",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Hodgkin Disease","C0019829",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Carcinoma breast stage IV","C0278488",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Malignant epithelial neoplasm of female breast","C3163805",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Multiple Myeloma","C0026764",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Osteosarcoma of bone","C0585442",NA,"Approved",NA,NA
"Doxorubicin","DB00997","AIDS with Kaposi's sarcoma","C0276535",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Diffuse Large B-Cell Lymphoma","C0079744",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Lymphoma, Follicular","C0024301",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Leukemia, Myelocytic, Acute","C0023467",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Nephroblastoma","C0027708",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Lymphoma, Non-Hodgkin","C0024305",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Breast Carcinoma","C0678222",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Malignant neoplasm of lung","C0242379",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Small cell carcinoma of lung","C0149925",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Acute lymphocytic leukemia","C0023449",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Burkitt Lymphoma","C0006413",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Malignant neoplasm of stomach stage IV","C0278498",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Malignant neoplasm of thyroid","C0007115",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Kaposi Sarcoma","C0036220",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Neuroblastoma","C0027819",NA,"Approved",NA,NA
"Doxorubicin","DB00997","Malignant neoplasm of ovary","C1140680",NA,"Approved",NA,NA
"Frovatriptan","DB00998","Migraine Disorders","C0149931",NA,"Approved",NA,NA
"Hydrochlorothiazide","DB00999","Hypertensive urgency","C0745138",NA,"Approved",NA,NA
"Hydrochlorothiazide","DB00999","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"Hydrochlorothiazide","DB00999","Edema","C0013604",NA,"Approved",NA,NA
"Hydrochlorothiazide","DB00999","Chronic heart failure","C0264716",NA,"Approved",NA,NA
"Cyclacillin","DB01000","Pharyngitis","C0031350",NA,"Approved",NA,NA
"Cyclacillin","DB01000","Urinary tract infection","C0042029",NA,"Approved",NA,NA
"Cyclacillin","DB01000","Bronchitis","C0006277",NA,"Approved",NA,NA
"Cyclacillin","DB01000","Infection of skin AND/OR subcutaneous tissue","C0178299",NA,"Approved",NA,NA
"Cyclacillin","DB01000","Infective otitis media","C0729586",NA,"Approved",NA,NA
"Salbutamol","DB01001","Bronchial Spasm","C0006266",NA,"Approved",NA,NA
"Salbutamol","DB01001","Asthma attack","C0347950",NA,"Approved",NA,NA
"Cromoglicic acid","DB01003","Asthma","C0004096",NA,"Approved",NA,NA
"Cromoglicic acid","DB01003","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"Cromoglicic acid","DB01003","Conjunctivitis, Giant Papillary","C0009769",NA,"Approved",NA,NA
"Cromoglicic acid","DB01003","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"Cromoglicic acid","DB01003","Conjunctivitis, Vernal","C0009773",NA,"Approved",NA,NA
"Cromoglicic acid","DB01003","Allergic keratoconjunctivitis","C1112631",NA,"Approved",NA,NA
"Cromoglicic acid","DB01003","Keratoconjunctivitis, Vernal","C0022577",NA,"Approved",NA,NA
"Cromoglicic acid","DB01003","Mastocytosis, Systemic","C0221013",NA,"Approved",NA,NA
"Ganciclovir","DB01004","Keratitis, Dendritic","C0022570",NA,"Approved",NA,NA
"Ganciclovir","DB01004","Paroxysmal supraventricular tachycardia","C0030590",NA,"Approved",NA,NA
"Ganciclovir","DB01004","Cytomegalovirus Retinitis","C0206178",NA,"Approved",NA,NA
"Hydroxyurea","DB01005","Cancer of Head and Neck","C0278996",NA,"Approved",NA,NA
"Hydroxyurea","DB01005","Hemoglobin SS disease with crisis","C0238425",NA,"Approved",NA,NA
"Hydroxyurea","DB01005","Myeloid Leukemia, Chronic","C0023473",NA,"Approved",NA,NA
"Hydroxyurea","DB01005","Malignant neoplasm of ovary","C1140680",NA,"Approved",NA,NA
"Hydroxyurea","DB01005","Anemia, Sickle Cell","C0002895",NA,"Approved",NA,NA
"Hydroxyurea","DB01005","melanoma","C0025202",NA,"Approved",NA,NA
"Tioconazole","DB01007","Candidiasis, Vulvovaginal","C0700345",NA,"Approved",NA,NA
"Busulfan","DB01008","Philadelphia chromosome positive chronic myelogenous leukemia","C0279543",NA,"Approved",NA,NA
"Ketoprofen","DB01009","Degenerative polyarthritis","C0029408",NA,"Approved",NA,NA
"Ketoprofen","DB01009","Pain","C0030193",NA,"Approved",NA,NA
"Ketoprofen","DB01009","Dysmenorrhea","C0013390",NA,"Approved",NA,NA
"Ketoprofen","DB01009","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"Clobetasol propionate","DB01013","Seborrheic dermatitis","C0036508",NA,"Approved",NA,NA
"Clobetasol propionate","DB01013","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"Clobetasol propionate","DB01013","Scalp psoriasis","C0406326",NA,"Approved",NA,NA
"Clobetasol propionate","DB01013","Inflammatory dermatosis","C3875321",NA,"Approved",NA,NA
"Clobetasol propionate","DB01013","Scalp Dermatoses","C0036271",NA,"Approved",NA,NA
"Clobetasol propionate","DB01013","Nummular eczema","C0085656",NA,"Approved",NA,NA
"Clobetasol propionate","DB01013","Chronic small plaque psoriasis","C0406317",NA,"Approved",NA,NA
"Balsalazide","DB01014","Ulcerative Colitis","C0009324",NA,"Approved",NA,NA
"Sulfamethoxazole","DB01015","Shigella Infections","C0013371",NA,"Approved",NA,NA
"Sulfamethoxazole","DB01015","Infective otitis media","C0729586",NA,"Approved",NA,NA
"Sulfamethoxazole","DB01015","Toxoplasmosis","C0040558",NA,"Approved",NA,NA
"Sulfamethoxazole","DB01015","Klebsiella cystitis","C0520775",NA,"Approved",NA,NA
"Sulfamethoxazole","DB01015","Proteus urinary tract infection","C0577709",NA,"Approved",NA,NA
"Sulfamethoxazole","DB01015","Nocardia Infections","C0028242",NA,"Approved",NA,NA
"Sulfamethoxazole","DB01015","Bacterial urinary infection","C0729524",NA,"Approved",NA,NA
"Sulfamethoxazole","DB01015","Acute exacerbation of chronic bronchitis","C0856695",NA,"Approved",NA,NA
"Sulfamethoxazole","DB01015","Acute otitis media","C0271429",NA,"Approved",NA,NA
"Sulfamethoxazole","DB01015","Inclusion conjunctivitis","C0009770",NA,"Approved",NA,NA
"Sulfamethoxazole","DB01015","Escherichia coli urinary tract infection","C0577708",NA,"Approved",NA,NA
"Glyburide","DB01016","Diabetes Mellitus, Non-Insulin-Dependent","C0011860",NA,"Approved",NA,NA
"Minocycline","DB01017","Bronchitis","C0006277",NA,"Approved",NA,NA
"Minocycline","DB01017","Infection by Campylobacter fetus","C0275979",NA,"Approved",NA,NA
"Minocycline","DB01017","TYPHUS","C0041471",NA,"Approved",NA,NA
"Minocycline","DB01017","Listeriosis","C0023860",NA,"Approved",NA,NA
"Minocycline","DB01017","Plague","C0032064",NA,"Approved",NA,NA
"Minocycline","DB01017","Cholera","C0008354",NA,"Approved",NA,NA
"Minocycline","DB01017","Infection of skin AND/OR subcutaneous tissue","C0178299",NA,"Approved",NA,NA
"Minocycline","DB01017","Acute gonococcal endometritis","C0153196",NA,"Approved",NA,NA
"Minocycline","DB01017","Gonorrhea of pharynx","C0149966",NA,"Approved",NA,NA
"Minocycline","DB01017","Relapsing Fever","C0035021",NA,"Approved",NA,NA
"Minocycline","DB01017","Meningococcus carrier","C0421162",NA,"Approved",NA,NA
"Minocycline","DB01017","Psittacosis","C0029291",NA,"Approved",NA,NA
"Minocycline","DB01017","Acne Vulgaris","C0001144",NA,"Approved",NA,NA
"Minocycline","DB01017","Actinomycosis","C0001261",NA,"Approved",NA,NA
"Minocycline","DB01017","Syphilis","C0039128",NA,"Approved",NA,NA
"Minocycline","DB01017","Infective otitis media","C0729586",NA,"Approved",NA,NA
"Minocycline","DB01017","Brucellosis","C0006309",NA,"Approved",NA,NA
"Minocycline","DB01017","Lymphogranuloma Venereum","C0024286",NA,"Approved",NA,NA
"Minocycline","DB01017","Periodontitis","C0031099",NA,"Approved",NA,NA
"Minocycline","DB01017","Granuloma Inguinale","C0018190",NA,"Approved",NA,NA
"Minocycline","DB01017","Sinusitis","C0037199",NA,"Approved",NA,NA
"Minocycline","DB01017","Chlamydia trachomatis infection of genital structure","C1997322",NA,"Approved",NA,NA
"Minocycline","DB01017","Gonorrhea of rectum","C0275665",NA,"Approved",NA,NA
"Minocycline","DB01017","Acute gonococcal urethritis","C0275652",NA,"Approved",NA,NA
"Minocycline","DB01017","Gonorrhea","C0018081",NA,"Approved",NA,NA
"Minocycline","DB01017","Fusospirochetal pharyngitis","C1318559",NA,"Approved",NA,NA
"Minocycline","DB01017","Rocky Mountain Spotted Fever","C0035793",NA,"Approved",NA,NA
"Minocycline","DB01017","Chancroids","C0007947",NA,"Approved",NA,NA
"Minocycline","DB01017","Trachoma","C0040592",NA,"Approved",NA,NA
"Minocycline","DB01017","Tularemia","C0041351",NA,"Approved",NA,NA
"Minocycline","DB01017","Pharyngitis","C0031350",NA,"Approved",NA,NA
"Minocycline","DB01017","Gingivostomatitis","C0149704",NA,"Approved",NA,NA
"Minocycline","DB01017","Q Fever","C0034362",NA,"Approved",NA,NA
"Minocycline","DB01017","Acute gonococcal cervicitis","C0153195",NA,"Approved",NA,NA
"Minocycline","DB01017","Urinary tract infection","C0042029",NA,"Approved",NA,NA
"Minocycline","DB01017","Bartonella Infections","C0004771",NA,"Approved",NA,NA
"Minocycline","DB01017","Yaws","C0043388",NA,"Approved",NA,NA
"Minocycline","DB01017","Rickettsialpox","C0035597",NA,"Approved",NA,NA
"Minocycline","DB01017","Pneumonia","C0032285",NA,"Approved",NA,NA
"Guanfacine","DB01018","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"Guanfacine","DB01018","Attention deficit hyperactivity disorder","C1263846",NA,"Approved",NA,NA
"Bethanechol","DB01019","Urinary Retention","C0080274",NA,"Approved",NA,NA
"Isosorbide Mononitrate","DB01020","Angina Pectoris","C0002962",NA,"Approved",NA,NA
"Trichlormethiazide","DB01021","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"Phylloquinone","DB01022","Hypocalcemia","C0020598",NA,"Approved",NA,NA
"Phylloquinone","DB01022","Osteoporosis","C0029456",NA,"Approved",NA,NA
"Phylloquinone","DB01022","Factor II deficiency","C3203356",NA,"Approved",NA,NA
"Felodipine","DB01023","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"Amlexanox","DB01025","Aphthous Stomatitis","C0038363",NA,"Approved",NA,NA
"Ketoconazole","DB01026","Oral candidiasis","C0006849",NA,"Approved",NA,NA
"Ketoconazole","DB01026","Scurfiness of scalp","C0423775",NA,"Approved",NA,NA
"Ketoconazole","DB01026","Seborrheic dermatitis","C0036508",NA,"Approved",NA,NA
"Ketoconazole","DB01026","Coccidioidomycosis","C0009186",NA,"Approved",NA,NA
"Ketoconazole","DB01026","Chromoblastomycosis","C0008582",NA,"Approved",NA,NA
"Ketoconazole","DB01026","Histoplasmosis","C0019655",NA,"Approved",NA,NA
"Ketoconazole","DB01026","Tinea Versicolor","C0040262",NA,"Approved",NA,NA
"Ketoconazole","DB01026","Paracoccidioidomycosis","C0030409",NA,"Approved",NA,NA
"Ketoconazole","DB01026","Systemic candidiasis","C0153252",NA,"Approved",NA,NA
"Ketoconazole","DB01026","Tinea cruris","C1384589",NA,"Approved",NA,NA
