#GeneID	AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	SourceID	DiseaseMIM	LastUpdated
1959		EGR2	C0007959	Charcot-Marie-Tooth disease	SNOMED CT	50548001		16-Feb-16
1959		EGR2	C0751036	"Charcot-Marie-Tooth disease, type I"	SNOMED CT	398040009		16-Feb-16
1959		EGR2	CN043578	"Charcot-Marie-Tooth disease, type IV"	NCBI curation			16-Feb-16
23301	EHBP1		C2678479	"Prostate cancer, hereditary, 12"	NCBI curation		611868	16-Feb-16
1962	EHHADH		C3810100	Fanconi renotubular syndrome 3	NCBI curation		615605	16-Feb-16
79813	EHMT1		C0795833	Chromosome 9q deletion syndrome	Office of Rare Diseases	8672	610253	16-Feb-16
9451	EIF2AK3		C0432217	Wolcott-Rallison dysplasia	SNOMED CT	254066006	226980	16-Feb-16
440275	EIF2AK4		C0340848	Familial pulmonary capillary hemangiomatosis	Office of Rare Diseases	8527	234810	16-Feb-16
440275	EIF2AK4		C0340848	Familial pulmonary capillary hemangiomatosis	SNOMED CT	234161007	234810	16-Feb-16
1967	EIF2B1		C1858991	Leukoencephalopathy with vanishing white matter	Office of Rare Diseases	231	603896	16-Feb-16
8892	EIF2B2		C1858991	Leukoencephalopathy with vanishing white matter	Office of Rare Diseases	231	603896	16-Feb-16
8891	EIF2B3		C1858991	Leukoencephalopathy with vanishing white matter	Office of Rare Diseases	231	603896	16-Feb-16
8890	EIF2B4		C1858991	Leukoencephalopathy with vanishing white matter	Office of Rare Diseases	231	603896	16-Feb-16
8893	EIF2B5		C1858991	Leukoencephalopathy with vanishing white matter	Office of Rare Diseases	231	603896	16-Feb-16
1968	EIF2S3		C4310813	"Mental retardation, X-linked, syndromic, Borck type"	NCBI curation		300987	20-Jun-17
9775	EIF4A3		C1849348	Richieri Costa Pereira syndrome	Office of Rare Diseases	4718	268305	16-Feb-16
1977	EIF4E		C3554495	"Autism, susceptibility to, 19"	NCBI curation		615091	16-Feb-16
1981	EIF4G1		C3280271	Parkinson disease 18	NCBI curation		614251	16-Feb-16
60528	ELAC2		C3539120	"Prostate cancer, hereditary, 2"	NCBI curation		614731	16-Feb-16
60528	ELAC2		C3809526	Combined oxidative phosphorylation deficiency 17	NCBI curation		615440	16-Feb-16
1991	ELANE		C0221023	Cyclical neutropenia	SNOMED CT	191347008	162800	16-Feb-16
1991	ELANE		C1859966	Severe congenital neutropenia autosomal dominant	Office of Rare Diseases	9558	202700	16-Feb-16
1991		ELANE	C1853118	Severe congenital neutropenia	"Klein lab,Ludwig-Maximilians-University"			16-Feb-16
1991		ELANE	C1853118	Severe congenital neutropenia	Orphanet	42738		16-Feb-16
63916	ELMO2		C1847197	"Vascular malformation, primary intraosseous"	NCBI curation		606893	16-Feb-16
84173	ELMOD3		C2829267	"Deafness, autosomal recessive 88"	NCBI curation		615429	16-Feb-16
2006	ELN		C0003499	Supravalvar aortic stenosis	SNOMED CT	268185002	185500	16-Feb-16
2006	ELN		C0175702	Williams syndrome	Genetics Home Reference	williams-syndrome	194050	16-Feb-16
2006	ELN		C0175702	Williams syndrome	Office of Rare Diseases	7891	194050	16-Feb-16
2006	ELN		C0175702	Williams syndrome	SNOMED CT	63247009	194050	16-Feb-16
2006	ELN		C3276539	"Cutis laxa, autosomal dominant 1"	NCBI curation		123700	12-May-17
2006		ELN	C0268350	"Cutis laxa, autosomal dominant"	SNOMED CT	111388003		12-May-17
60481	ELOVL5		C4014812	Spinocerebellar ataxia 38	NCBI curation		615957	16-Feb-16
8518	ELP1		C0013364	Familial dysautonomia	Office of Rare Diseases	7581	223900	16-Feb-16
8518	ELP1		C0013364	Familial dysautonomia	SNOMED CT	29159009	223900	16-Feb-16
8518		ELP1	CN118946	Ashkenazi Jewish disorders	NCBI curation			16-Feb-16
55250	ELP2		C4310641	"Mental retardation, autosomal recessive 58"	NCBI curation		617270	20-Jun-17
26610	ELP4		C0344542	Aniridia 1	NCBI curation		106210	31-Oct-16
26610	ELP4		C0344543	Aniridia 2	NCBI curation		617141	20-Jun-17
23065	EMC1		C4225172	"Cerebellar atrophy, visual impairment, and psychomotor retardation"	ClinVar		616875	26-May-16
2010	EMD		C0751337	"Emery-Dreifuss muscular dystrophy 1, X-linked"	NCBI curation		310300	16-Feb-16
2010		EMD	C0410189	Emery-Dreifuss muscular dystrophy	Genetics Home Reference	emery-dreifuss-muscular-dystrophy		16-Feb-16
2010		EMD	C0410189	Emery-Dreifuss muscular dystrophy	Office of Rare Diseases	6329		16-Feb-16
2010		EMD	C0410189	Emery-Dreifuss muscular dystrophy	SNOMED CT	111508004		16-Feb-16
10436	EMG1		C1859405	Bowen-Conradi syndrome	Genetics Home Reference	bowen-conradi-syndrome	211180	16-Feb-16
10436	EMG1		C1859405	Bowen-Conradi syndrome	Office of Rare Diseases	5950	211180	16-Feb-16
2009	EML1		C1838239	Band heterotopia	NCBI curation		600348	20-Jun-17
2013	EMP2		C4014507	"Nephrotic syndrome, type 10"	NCBI curation		615861	16-Feb-16
2018	EMX2		C0266484	SCHIZENCEPHALY	OMIM	269160	269160	20-May-16
2018	EMX2		C0266484	SCHIZENCEPHALY	Office of Rare Diseases	166	269160	20-May-16
2018	EMX2		C0266484	SCHIZENCEPHALY	SNOMED CT	253159001	269160	20-May-16
10117	ENAM		C0399368	Amelogenesis imperfecta - hypoplastic autosomal dominant - local	SNOMED CT	234961008	104500	16-Feb-16
10117	ENAM		C2673923	"Amelogenesis imperfecta, type IC"	NCBI curation		204650	16-Feb-16
2022	ENG		C0039445	Osler hemorrhagic telangiectasia syndrome	SNOMED CT	21877004	187300	16-Feb-16
2027	ENO3		C2752027	Glycogen storage disease type 13	Office of Rare Diseases	2125	612932	16-Feb-16
2027		ENO3	C0017919	Glycogen storage disease	SNOMED CT	29633007		16-Feb-16
5167	ENPP1		C0011860	Diabetes mellitus type 2	SNOMED CT	44054006	125853	16-Feb-16
5167	ENPP1		C0028754	Obesity	GeneTests	319194	601665	16-Feb-16
5167	ENPP1		C0028754	Obesity	SNOMED CT	414916001	601665	16-Feb-16
5167	ENPP1		C1859727	Arterial calcification of infancy	Office of Rare Diseases	8380	208000	16-Feb-16
5167	ENPP1		C2750078	"Hypophosphatemic rickets, autosomal recessive, 2"	NCBI curation		613312	16-Feb-16
5167	ENPP1		C3809781	Cole disease	Genetics Home Reference	cole-disease	615522	16-Feb-16
5167	ENPP1		C3809781	Cole disease	NCBI curation		615522	16-Feb-16
953	ENTPD1		C3810289	"Spastic paraplegia 64, autosomal recessive"	NCBI curation		615683	16-Feb-16
285203	EOGT		C3809092	Adams-Oliver syndrome 4	NCBI curation		615297	16-Feb-16
285203		EOGT	C0265268	Adams-Oliver syndrome	Genetics Home Reference	adams-oliver-syndrome		16-Feb-16
285203		EOGT	C0265268	Adams-Oliver syndrome	SNOMED CT	34748004		16-Feb-16
2033	EP300		C0035934	Rubinstein-Taybi syndrome	Genetics Home Reference	rubinstein-taybi-syndrome	180849	16-Feb-16
2033	EP300		C0035934	Rubinstein-Taybi syndrome	Office of Rare Diseases	7593	180849	16-Feb-16
2033	EP300		C0035934	Rubinstein-Taybi syndrome	SNOMED CT	45582004	180849	16-Feb-16
2033	EP300		C0699790	Carcinoma of colon	SNOMED CT	269533000	114500	16-Feb-16
2033	EP300		C3150941	Rubinstein-Taybi syndrome 2	NCBI curation		613684	16-Feb-16
2034	EPAS1		C2673187	"Erythrocytosis, familial, 4"	NCBI curation		611783	16-Feb-16
2034		EPAS1	C0152264	Familial erythrocytosis	SNOMED CT	17342003		16-Feb-16
2035	EPB41		C2678497	Elliptocytosis 1	NCBI curation		611804	16-Feb-16
2035		EPB41	C0013902	Hereditary elliptocytosis	Office of Rare Diseases	6621		16-Feb-16
2036	EPB41L1		C3280285	"Mental retardation, autosomal dominant 11"	NCBI curation		614257	16-Feb-16
2038	EPB42		C2675192	Spherocytosis type 5	NCBI curation		612690	16-Feb-16
2038		EPB42	C0037889	Hereditary spherocytosis	Office of Rare Diseases	6639		16-Feb-16
2038		EPB42	C0037889	Hereditary spherocytosis	SNOMED CT	55995005		16-Feb-16
4072	EPCAM		C2750471	Hereditary nonpolyposis colorectal cancer type 8	NCBI curation		613244	16-Feb-16
4072	EPCAM		C2750737	"Diarrhea 5, with tufting enteropathy, congenital"	NCBI curation		613217	16-Feb-16
4072		EPCAM	C0699790	Carcinoma of colon	SNOMED CT	269533000	114500	16-Feb-16
4072		EPCAM	C1333990	Lynch syndrome	GeneTests	2622		16-Feb-16
4072		EPCAM	C1333990	Lynch syndrome	Genetics Home Reference	lynch-syndrome		16-Feb-16
4072		EPCAM	C1333990	Lynch syndrome	Office of Rare Diseases	9905		16-Feb-16
4072		EPCAM	CN029768	Familial colorectal cancer	Office of Rare Diseases	8533		16-Feb-16
57724	EPG5		C1855772	Absent corpus callosum cataract immunodeficiency	Office of Rare Diseases	448	242840	16-Feb-16
1969	EPHA2		C1861825	"Cataract 6, multiple types"	NCBI curation		116600	24-Aug-16
2048	EPHB2		C1863600	Prostate cancer/brain cancer susceptibility	NCBI curation		603688	16-Feb-16
2050	EPHB4		C4310629	"Hydrops fetalis, nonimmune, and/or atrial septal defect, susceptibility to"	NCBI curation		617300	20-Jun-17
2052	EPHX1		C0032914	Preeclampsia/eclampsia 1	NCBI curation		189800	16-Feb-16
2052	EPHX1		C1843139	"Hypercholanemia, familial"	NCBI curation		607748	16-Feb-16
2053	EPHX2		C0020445	Familial hypercholesterolemia	SNOMED CT	398036000	143890	16-Feb-16
2053		EPHX2	C0020476	Hyperlipoproteinemia	SNOMED CT	3744001		16-Feb-16
2053		EPHX2	CN118841	Familial hypercholesterolemias	GeneTests	203801		16-Feb-16
7957	EPM2A		C0751783	Lafora disease	Office of Rare Diseases	8214	254780	16-Feb-16
7957	EPM2A		C0751783	Lafora disease	SNOMED CT	230425004	254780	16-Feb-16
7957		EPM2A		Progressive myoclonus epilepsy	SNOMED CT	267581004		16-Feb-16
2056	EPO		C2675471	Microvascular complications of diabetes 2	NCBI curation		612623	16-Feb-16
2057	EPOR		C1851490	"Familial erythrocytosis, 1"	Office of Rare Diseases	9843	133100	16-Feb-16
2057		EPOR	C0152264	Familial erythrocytosis	SNOMED CT	17342003		16-Feb-16
2059	EPS8		C3892050	"Deafness, autosomal recessive 102"	NCBI curation		615974	16-Feb-16
8288	EPX		C1850000	Eosinophil peroxidase deficiency	NCBI curation		261500	17-Apr-16
26284	ERAL1		CN314202	PERRAULT SYNDROME 6	OMIM	617565	617565	12-Jul-17
2064	ERBB2		C0038356	Neoplasm of stomach	SNOMED CT	126824007	613659	16-Feb-16
2064	ERBB2		C0684249	Lung cancer	SNOMED CT	187875007	211980	16-Feb-16
2064	ERBB2		C2750850	Glioma susceptibility 1	NCBI curation		137800	16-Feb-16
2064	ERBB2		CN078025	Trastuzumab response	"NCBI, ClinVar"			16-Feb-16
2064	ERBB2		CN233145	Pertuzumab response	NCBI curation			16-Feb-16
2064		ERBB2	C0017638	Glioma	Office of Rare Diseases	6513		16-Feb-16
2064		ERBB2	C0017638	Glioma	SNOMED CT	393564001		16-Feb-16
2064		ERBB2	C0024121	Neoplasm of lung	SNOMED CT	126713003		16-Feb-16
2065	ERBB3		C1843478	Lethal congenital contracture syndrome 2	Office of Rare Diseases	9177	607598	16-Feb-16
2066	ERBB4		C3715155	Amyotrophic lateral sclerosis 19	NCBI curation		615515	16-Feb-16
2067	ERCC1		C0043346	Xeroderma pigmentosum	Office of Rare Diseases	7910		16-Feb-16
2067	ERCC1		C0043346	Xeroderma pigmentosum	SNOMED CT	44600005		16-Feb-16
2067	ERCC1		C1853100	Cerebrooculofacioskeletal syndrome 4	NCBI curation		610758	16-Feb-16
2067	ERCC1		CN119607	ERCC1-Related Xeroderma Pigmentosum	GeneTests	298956		16-Feb-16
2068	ERCC2		C0268138	"Xeroderma pigmentosum, group D"	SNOMED CT	68637004	278730	16-Feb-16
2068	ERCC2		C1853102	Cerebrooculofacioskeletal syndrome 2	NCBI curation		610756	16-Feb-16
2068	ERCC2		C1866504	"Trichothiodystrophy 1, photosensitive"	Office of Rare Diseases	5270	601675	24-Aug-16
2068		ERCC2	C0043346	Xeroderma pigmentosum	Office of Rare Diseases	7910		16-Feb-16
2068		ERCC2	C0043346	Xeroderma pigmentosum	SNOMED CT	44600005		16-Feb-16
2071	ERCC3		C1970808	"Xeroderma pigmentosum, complementation group b"	NCBI curation		610651	16-Feb-16
2071	ERCC3		C4225344	"Trichothiodystrophy 2, photosensitive"	NCBI curation		616390	16-Feb-16
2071		ERCC3	C0043346	Xeroderma pigmentosum	Office of Rare Diseases	7910		16-Feb-16
2071		ERCC3	C0043346	Xeroderma pigmentosum	SNOMED CT	44600005		16-Feb-16
2072	ERCC4		C0268140	"Xeroderma pigmentosum, group F"	SNOMED CT	42530008	278760	16-Feb-16
2072	ERCC4		C1861028	Tracheoesophageal fistula	Office of Rare Diseases	7792	189960	16-Feb-16
2072	ERCC4		C1970416	XFE progeroid syndrome	Office of Rare Diseases	10628	610965	16-Feb-16
2072	ERCC4		C3808988	"Fanconi anemia, complementation group Q"	NCBI curation		615272	16-Feb-16
2072		ERCC4	C0043346	Xeroderma pigmentosum	Office of Rare Diseases	7910		16-Feb-16
2072		ERCC4	C0043346	Xeroderma pigmentosum	SNOMED CT	44600005		16-Feb-16
2073	ERCC5		C0268141	"Xeroderma pigmentosum, group G"	SNOMED CT	36454001	278780	16-Feb-16
2073	ERCC5		C1851443	Cerebrooculofacioskeletal syndrome 3	ClinVar		616570	2-Oct-16
2073	ERCC5		C1851443	Cerebrooculofacioskeletal syndrome 3	GENETAQ Molecular Genetics Centre and Diagnosis of Rare Diseases		616570	2-Oct-16
2073	ERCC5		C1851443	Cerebrooculofacioskeletal syndrome 3	Genetic Testing Registry (GTR)	GTR000531499	616570	2-Oct-16
2073		ERCC5	C0043346	Xeroderma pigmentosum	Office of Rare Diseases	7910		16-Feb-16
2073		ERCC5	C0043346	Xeroderma pigmentosum	SNOMED CT	44600005		16-Feb-16
2074	ERCC6		C0220722	Cerebro-oculo-facio-skeletal syndrome	Office of Rare Diseases	6027	214150	16-Feb-16
2074	ERCC6		C0220722	Cerebro-oculo-facio-skeletal syndrome	SNOMED CT	41283003	214150	16-Feb-16
2074	ERCC6		C0265201	DE SANCTIS-CACCHIONE SYNDROME	OMIM	278800	278800	13-May-16
2074	ERCC6		C0265201	DE SANCTIS-CACCHIONE SYNDROME	Office of Rare Diseases	8276	278800	13-May-16
2074	ERCC6		C0265201	DE SANCTIS-CACCHIONE SYNDROME	SNOMED CT	414673004	278800	13-May-16
2074	ERCC6		C0684249	Lung cancer	SNOMED CT	187875007	211980	16-Feb-16
2074	ERCC6		C0751038	Cockayne syndrome B	NCBI curation		133540	20-May-16
2074	ERCC6		C1833561	UV-sensitive syndrome	Genetics Home Reference	uv-sensitive-syndrome	600630	16-Feb-16
2074	ERCC6		C1833561	UV-sensitive syndrome	NCBI curation		600630	16-Feb-16
2074	ERCC6		C3151063	Age-related macular degeneration 5	NCBI curation		613761	16-Feb-16
2074	ERCC6		C4310783	Premature ovarian failure 11	ClinVar		616946	7-May-17
2074		ERCC6	C0009207	Cockayne syndrome	Genetics Home Reference	cockayne-syndrome		16-Feb-16
2074		ERCC6	C0009207	Cockayne syndrome	Office of Rare Diseases	6122		16-Feb-16
2074		ERCC6	C0009207	Cockayne syndrome	SNOMED CT	21086008		16-Feb-16
2074		ERCC6	C0024121	Neoplasm of lung	SNOMED CT	126713003		16-Feb-16
2074		ERCC6	C0242383	Age-related macular degeneration	SNOMED CT	267718000		16-Feb-16
375748	ERCC6L2		C3810350	Bone marrow failure syndrome 2	NCBI curation		615715	16-Feb-16
1161	ERCC8		C0751039	Cockayne syndrome type A	Office of Rare Diseases	1415	216400	16-Feb-16
1161	ERCC8		C3553298	UV-sensitive syndrome 2	NCBI curation		614621	16-Feb-16
1161		ERCC8	C0009207	Cockayne syndrome	Genetics Home Reference	cockayne-syndrome		16-Feb-16
1161		ERCC8	C0009207	Cockayne syndrome	Office of Rare Diseases	6122		16-Feb-16
1161		ERCC8	C0009207	Cockayne syndrome	SNOMED CT	21086008		16-Feb-16
2077	ERF		C1833340	Craniosynostosis 4	NCBI curation		600775	16-Feb-16
2077	ERF		C4310679	Chitayat syndrome	NCBI curation		617180	20-Jun-17
2077		ERF	C0010278	Craniosynostosis syndrome	SNOMED CT	57219006		16-Feb-16
10613	ERLIN1		C4284588	"Spastic paraplegia 62, autosomal recessive"	ClinVar		615681	26-May-16
11160	ERLIN2		C2749936	Spastic paraplegia 18	Office of Rare Diseases	4922	611225	16-Feb-16
114625	ERMAP		C0443842	Antigen in Scianna blood group system	SNOMED CT	115720000	111750	16-Feb-16
114625	ERMAP		C1862204	Radin blood group	NCBI curation		111620	16-Feb-16
55780	ERMARD		C3809872	Periventricular nodular heterotopia 6	NCBI curation		615544	16-Feb-16
157570	ESCO2		C0392475	Roberts-SC phocomelia syndrome	Office of Rare Diseases	7387	268300	16-Feb-16
157570	ESCO2		C0392475	Roberts-SC phocomelia syndrome	Office of Rare Diseases	7387	269000	16-Feb-16
157570	ESCO2		C0392475	Roberts-SC phocomelia syndrome	SNOMED CT	48718006	268300	16-Feb-16
157570	ESCO2		C0392475	Roberts-SC phocomelia syndrome	SNOMED CT	48718006	269000	16-Feb-16
83715	ESPN		C1837007	"Deafness, autosomal recessive 36, with or without vestibular involvement"	NCBI curation		609006	16-Feb-16
83715		ESPN	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
83715		ESPN	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28-Apr-17
83715		ESPN	CN043650	"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"	GeneTests	53608		16-Feb-16
2099	ESR1		C0149931	Migraine	SNOMED CT	37796009	157300	16-Feb-16
2099	ESR1		C0346153	Familial cancer of breast	SNOMED CT	254843006	114480	16-Feb-16
2099	ESR1		C1838021	Myocardial infarction 1	NCBI curation		608446	16-Feb-16
2099	ESR1		C1851467	Estrogen resistance	"Department of Breast and Endocrine Surgery,Kumamoto University"		615363	16-Feb-16
2099		ESR1	C1458155	Neoplasm of the breast	Human Phenotype Ontology	HP:0100013		18-Jul-17
2103	ESRRB		C1837857	"Deafness, autosomal recessive 35"	NCBI curation		608565	16-Feb-16
2103		ESRRB	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
2103		ESRRB	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28-Apr-17
2103		ESRRB	CN043650	"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"	GeneTests	53608		16-Feb-16
8220	ESS2		C0220704	Shprintzen syndrome	Office of Rare Diseases	1162	192430	16-Feb-16
8220	ESS2		C0220704	Shprintzen syndrome	SNOMED CT	83092002	192430	16-Feb-16
2108	ETFA		C0268596	"Glutaric aciduria, type 2"	SNOMED CT	22886006	231680	16-Feb-16
2108	ETFA		C0268596	"Glutaric aciduria, type 2"	"UCLA Clinical Genomics Center, UCLA"		231680	16-Feb-16
2108		ETFA	C0268634	Disorder of fatty acid metabolism	SNOMED CT	39929009		16-Feb-16
2109	ETFB		C0268596	"Glutaric aciduria, type 2"	SNOMED CT	22886006	231680	16-Feb-16
2109	ETFB		C0268596	"Glutaric aciduria, type 2"	"UCLA Clinical Genomics Center, UCLA"		231680	16-Feb-16
2109		ETFB	C0268634	Disorder of fatty acid metabolism	SNOMED CT	39929009		16-Feb-16
2110	ETFDH		C0268596	"Glutaric aciduria, type 2"	SNOMED CT	22886006	231680	16-Feb-16
2110	ETFDH		C0268596	"Glutaric aciduria, type 2"	"UCLA Clinical Genomics Center, UCLA"		231680	16-Feb-16
2110		ETFDH	C0268634	Disorder of fatty acid metabolism	SNOMED CT	39929009		16-Feb-16
23474	ETHE1		C1865349	Ethylmalonic encephalopathy	Office of Rare Diseases	2198	602473	16-Feb-16
2120	ETV6		C4015537	Thrombocytopenia 5	NCBI curation		616216	16-Feb-16
2121	EVC		C0013903	Chondroectodermal dysplasia	Office of Rare Diseases	1301	225500	16-Feb-16
2121	EVC		C0013903	Chondroectodermal dysplasia	SNOMED CT	62501005	225500	16-Feb-16
2121	EVC		C0457013	Curry-Hall syndrome	SNOMED CT	277807007	193530	16-Feb-16
132884	EVC2		C0013903	Chondroectodermal dysplasia	Office of Rare Diseases	1301	225500	16-Feb-16
132884	EVC2		C0013903	Chondroectodermal dysplasia	SNOMED CT	62501005	225500	16-Feb-16
132884	EVC2		C0457013	Curry-Hall syndrome	SNOMED CT	277807007	193530	16-Feb-16
2130	EWSR1		C0553580	Ewing's sarcoma	Office of Rare Diseases	6390	612219	16-Feb-16
2130	EWSR1		C0553580	Ewing's sarcoma	SNOMED CT	76909002	612219	16-Feb-16
2130		EWSR1	C0684337	Peripheral neuroepithelioma	SNOMED CT	254764001		16-Feb-16
51010	EXOSC3		C3553449	"Pontocerebellar hypoplasia, type 1b"	NCBI curation		614678	16-Feb-16
11340	EXOSC8		C4015160	"Pontocerebellar hypoplasia, type 1c"	NCBI curation		616081	16-Feb-16
23086	EXPH5		C3554367	"Epidermolysis bullosa, nonspecific, autosomal recessive"	NCBI curation		615028	16-Feb-16
2131	EXT1		C0008479	Chondrosarcoma	Office of Rare Diseases	6055	215300	16-Feb-16
2131	EXT1		C0015306	Multiple congenital exostosis	SNOMED CT	254044004	133700	16-Feb-16
2131		EXT1	CN072831	Hereditary multiple osteochondromas	Office of Rare Diseases	7035		16-Feb-16
2132	EXT2		C1851413	Multiple exostoses type 2	NCBI curation		133701	16-Feb-16
2132	EXT2		C4225248	"Seizures, scoliosis, and macrocephaly syndrome"	NCBI curation		616682	16-Feb-16
2132		EXT2	CN072831	Hereditary multiple osteochondromas	Office of Rare Diseases	7035		16-Feb-16
2137	EXTL3		CN241841	Immunoskeletal dysplasia with neurodevelopmental abnormalities	NCBI curation		617425	20-Jun-17
2138	EYA1		C0265234	Melnick-Fraser syndrome	Office of Rare Diseases	10147	113650	16-Feb-16
2138	EYA1		C0265234	Melnick-Fraser syndrome	SNOMED CT	290006	113650	16-Feb-16
2138	EYA1		C1833691	Otofaciocervical syndrome	Office of Rare Diseases	4169	166780	16-Feb-16
2138	EYA1		C1865143	Branchiootic syndrome	Office of Rare Diseases	10148	602588	16-Feb-16
2138		EYA1	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
2138		EYA1	CN043574	Branchiootorenal Spectrum Disorders	GeneTests	2045		16-Feb-16
2070	EYA4		C0007193	Primary dilated cardiomyopathy	SNOMED CT	195021004		16-Feb-16
2070	EYA4		C1832476	"Deafness, autosomal dominant 10"	NCBI curation		601316	16-Feb-16
2070	EYA4		C1854368	Dilated cardiomyopathy 1J	NCBI curation	C1854368	605362	16-Feb-16
2070		EYA4	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
2070		EYA4	C0340427	Familial dilated cardiomyopathy	Orphanet	217607		16-Feb-16
