rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	Expected P-Value	genes	
735	Genital neoplasm	C0679347	8	85	3.58212991713e-07	0.0001318622174381055	0.000233447289777	KIT,KRAS,PIK3CA,FGFR3,VAMP7,SRC,NRAS,FGFR2
737	Morphologically altered structure	C1260954	5	27	3.7158348265e-07	0.0001322210261930391	0.000230863192182	DAB2,KRAS,PIK3CB,PIK3CA,EGF
738	Sensorineural hearing impairment	C0018784	23	673	3.74338537279e-07	0.00013240043057050595	0.000161726078799	GDNF,FGF17,PDGFRB,DIAPH1,PIK3R1,LRP2,FGF3,HGF,SOS1,FGF8,FGFR1,ACTN2,CSF2,RET,KRAS,CDC42,KITLG,NRTN,PTPN11,FGFR3,NRAS,FGF10,FGFR2
743	Alveolar cell carcinoma	C0007120	8	86	3.96326286678e-07	0.00013329745245783996	0.000178088578089	EGFR,MET,HGF,ERBB2,FGFR1,KRAS,PIK3CA,ABCB1
744	Abnormality of cardiovascular system morphology	C4049796	29	989	4.02511726949e-07	0.00013347685683530677	0.000134870820868	CBL,HRAS,FGF17,PDGFRB,WNT5A,APOB,LRP2,SOS1,PDGFRA,FGF8,FGFR1,ACTN2,LDLRAP1,RET,FGF23,KRAS,PDGFB,PIK3CA,CDC42,PTPN11,FGFR3,ERBB3,SCARB2,PIK3R2,VAMP7,NRAS,FGF20,TEK,FGFR2
745	Adenocarcinoma of colon	C0338106	13	240	4.02677039713e-07	0.00013365626121277362	0.000219929772359	HRAS,EGFR,HGF,SOS1,FGF23,KRAS,FGF19,PIK3CB,PIK3CA,ABCB1,CTTN,EGF,IL2
746	Abnormality of the tracheobronchial system	C4021631	12	205	4.07541254854e-07	0.0001338356655902404	0.000135479951397	HRAS,PDGFRB,EGFR,PIK3R1,IL2RG,ERBB2,FGFR1,RET,KRAS,PIK3CA,FGF20,FGFR2
747	Graft-versus-host disease, susceptibility to	C0018133	15	317	4.22282596224e-07	0.00013401506996770722	0.000216421821726	EGFR,JAK3,FGF7,IL2RA,IL2RG,ABL1,CSF2,CD4,SYT1,ABCB1,SPTBN1,IL5,IL2,JAK2,FGFR2
748	Single tumor	C1298180	6	44	4.37784574037e-07	0.000134194474345174	0.000189808541893	EGFR,ERBB2,RET,KRAS,NRAS,FGF1
749	Prostatic Intraepithelial Neoplasias	C0282612	10	142	4.44415923173e-07	0.00013437387872264084	0.000312322082147	HSP90AA1,EGFR,PTK2,IRS2,ARRB2,ERBB2,PIK3CB,PIK3CA,SYT1,FYN
759	Abnormality of thrombocytes	C0151854	13	243	4.67833511042e-07	0.00013616792249730896	0.0002295136133	PDGFRB,ABL1,SOS1,OCRL,KRAS,PDGFB,TFRC,CDC42,PTPN11,SCARB2,JAK2,SRC,NRAS
760	Breast cancer recurrent	C0278493	5	28	4.68635651951e-07	0.00013634732687477574	0.000179423261355	FGF17,FGFR4,EGFR,ERBB2,FGFR1
762	Hypercalcemia, infantile, 2	C0020437	9	114	4.72980615007e-07	0.00013670613562970937	0.000142682056722	KL,PDGFRB,FGFR4,EGFR,AP2S1,RET,FGF23,FGFR3,IL2
763	Hay fever	C0018621	9	114	4.72980615007e-07	0.00013688554000717618	0.000175646551724	EGFR,FGFR1,CSF2,CD3D,CSF2RB,IL5,IL2,EPS15,ADRB2
764	Hematological Disease	C0018939	10	143	4.76890675172e-07	0.00013706494438464297	0.000155939298796	IL3,EGFR,JAK3,ABL1,PDGFRA,FGFR1,CSF2,JAK2,NRAS,TEK
765	Hyperplasia	C0020507	10	143	4.76890675172e-07	0.0001372443487621098	0.000168380739461	EGFR,HBEGF,PTK2,IRS2,HGF,IRS1,FGF2,RET,KRAS,PIK3CA
766	Angiogenic Switch	C1510885	7	65	5.02315393724e-07	0.00013742375313957663	0.000143461976877	SPRY2,FGF2,ERBB2,FGFR1,ANGPT1,PIK3CB,PIK3CA
767	Monoclonal Gammopathy of Undetermined Significance	C0026470	10	144	5.1143864721e-07	0.0001376031575170434	0.000165800627339	HRAS,KIT,MET,IL2RA,HGF,FGF2,KRAS,FGFR3,NRAS,NCAM1
768	Urinary tract neoplasm	C0042076	9	115	5.13144335246e-07	0.00013778256189451023	0.000232590012866	HRAS,MET,KRAS,PIK3CA,ABCB1,FGFR3,VAMP7,SRC,NRAS
769	Enlarged thorax	C4020962	6	45	5.13623665932e-07	0.00013796196627197704	0.000163159410643	HRAS,SOS1,KRAS,PTPN11,FGFR3,NRAS
771	Posteriorly rotated ears	C0431478	13	245	5.16335809997e-07	0.00013832077502691064	0.0003049991858	CBL,GDNF,HRAS,WNT5A,LRP2,SOS1,FGFR1,OCRL,RET,KRAS,PTPN11,NRAS,FGFR2
772	Intestinal Neoplasms	C0021841	10	145	5.48125701272e-07	0.00013850017940437748	0.000196362194042	EGFR,WNT5A,KIT,PDGFRA,ERBB2,DVL2,PIK3CB,PIK3CA,CDC42,ERBB3
773	polyps	C0032584	14	284	5.5077697958e-07	0.0001386795837818443	0.000145582329317	HSP90AA1,FGFR4,EGFR,WNT5A,KIT,HBEGF,PDGFRA,ERBB2,CSF2,KRAS,PIK3CA,IL5,EGF,NRAS
774	Hyperpigmentation of the skin	C0162834	11	177	5.61638935692e-07	0.00013885898815931108	0.000157047569485	HRAS,PDGFRB,KIT,PDGFRA,FGFR1,KRAS,PIK3CA,KITLG,PTPN11,FGFR3,NRAS
779	Dermatofibrosarcoma protuberans	C0392784	5	29	5.85504706496e-07	0.00013975601004664515	0.00020576599697	PDGFRB,EGFR,KIT,PDGFRA,PDGFB
780	Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative	C1292772	5	29	5.85504706496e-07	0.00013993541442411194	0.000190072639225	PDGFRB,ABL1,PDGFRA,CSF2,JAK2
782	Abnormality of the ear	C0266589	35	1354	6.22750870427e-07	0.0001402942231790456	0.000218215627636	CBL,GDNF,HRAS,FGF17,PDGFRB,WNT5A,DIAPH1,KIT,PIK3R1,LRP2,CALM3,FGF3,IL2RG,HGF,SYT2,SOS1,FGF8,FGFR1,ACTN2,OCRL,RET,CD3D,KRAS,PDGFB,PIK3CA,CDC42,KITLG,NRTN,PTPN11,FGFR3,JAK2,NRAS,FGF10,FGF20,FGFR2
783	Benign neoplasm of other endocrine glands	C0086692	12	213	6.30114540878e-07	0.00014047362755651238	0.000191552066654	HRAS,HSP90AA1,EGFR,CLTC,MET,ERBB2,RET,FGF23,KRAS,EGF,PDGFA,FGFR2
784	Goiter, multinodular 1, with or without sertoli-leydig cell tumors	C0018021	9	118	6.5211346334e-07	0.0001406530319339792	0.000185084891442	EGFR,FGF7,FGF2,FGFR1,ANGPT1,RET,PIK3CA,EGF,TEK
785	Abnormal eye physiology	C4022924	37	1479	6.80695724897e-07	0.000140832436311446	0.000204968944099	CBL,HRAS,FGF17,PDGFRB,DIAPH1,FZD4,APOB,PIK3R1,LRP2,IL2RA,FGF3,SOS1,FGF8,FGFR1,DNAJC6,OCRL,LDLRAP1,RET,DNM2,SPTBN2,KRAS,TFRC,PIK3CA,NEFL,CDC42,KITLG,PTPN11,FGFR3,ERBB3,PIK3R2,BIN1,JAK2,NRAS,SYNJ1,FGF10,FGFR2,IL2RB
786	Hemangiosarcoma	C0018923	7	68	7.1536835311e-07	0.00014101184068891282	0.000184487646821	HRAS,KIT,KRAS,PIK3CB,PIK3CA,PLCG1,TEK
787	Cubitus valgus	C0158465	5	30	7.25267616075e-07	0.0001411912450663796	0.000141555285541	CBL,FGF9,SOS1,KRAS,PTPN11
788	Large cell neuroendocrine carcinoma	C1265996	5	30	7.25267616075e-07	0.00014137064944384642	0.000176942735089	KL,EGFR,KIT,PDGFRA,KITLG
789	T-Cell Prolymphocytic Leukemia	C0023494	5	30	7.25267616075e-07	0.00014155005382131326	0.000201301342009	JAK1,JAK3,IL2RA,ABL1,IL2
790	Myeloproliferative disorder, chronic, with eosinophilia	C1851585	5	30	7.25267616075e-07	0.00014172945819878005	0.000167980426887	PDGFRB,EGFR,KIT,RET,NCAM1
791	Thymic Carcinoma	C1322286	5	30	7.25267616075e-07	0.00014190886257624686	0.00021351981352	HSP90AA1,EGFR,KIT,ERBB2,KRAS
792	Malignant tumor of esophagus	C0546837	22	650	7.55642157513e-07	0.00014208826695371368	0.000265288544358	JAK1,HSP90AA1,EGFR,MET,FGF3,HGF,ABL1,FGF2,ERBB2,ANGPT1,ERBB4,KRAS,PIK3CB,PIK3CA,ABCB1,CTTN,IL5,EGF,IL2,FGF4,JAK2,AVP
793	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	C0040034	13	253	7.58937950263e-07	0.0001422676713311805	0.000192802475167	IL3,JAK1,PDGFRB,ABL1,OCRL,CSF2,PDGFB,TFRC,PTPN11,SCARB2,JAK2,SRC,NRAS
795	Parathyroid adenoma	C0262587	8	93	7.76119263524e-07	0.0001426264800861141	0.000346244685876	KL,LRP2,CALM3,RET,SYT1,ABCB1,JAK2,FGFR2
800	Respiratory failure	C1145670	17	418	8.13563091562e-07	0.00014352350197344816	0.000182313010803	IL3,GDNF,HRAS,EGFR,KIT,FGFR1,OCRL,CSF2,DNM2,ERBB4,FGFR3,ERBB3,CSF2RB,IL5,BIN1,JAK2,FGFR2
801	Abnormality of the urinary system	C4021821	31	1136	8.14522368664e-07	0.00014370290635091495	0.000177240684794	HRAS,FGF17,PDGFRB,WNT5A,AP2S1,APOB,LRP2,MET,IL2RG,FGF8,FGFR1,OCRL,LDLRAP1,RET,FGF23,KRAS,PDGFB,PIK3CA,KITLG,PTPN11,FGFR3,ERBB3,SCARB2,PIK3R2,VAMP7,AVPR2,SRC,NRAS,FGF10,FGF20,FGFR2
803	High forehead	C0239676	9	121	8.22846259574e-07	0.0001440617151058486	0.000222602182055	SOS1,FGFR1,KRAS,PIK3CA,PTPN11,FGFR3,PIK3R2,NRAS,FGFR2
804	Adenocarcinoma, Clear Cell	C0206681	8	94	8.50204988301e-07	0.0001442411194833154	0.000212048057489	GDNF,EGFR,MET,ERBB2,PIK3CB,PIK3CA,SYT1,EGF
805	Inflammatory Breast Carcinoma	C0278601	8	94	8.50204988301e-07	0.0001444205238607822	0.000195076710495	EGFR,PTK2,ERBB2,ERBB4,PIK3CB,PIK3CA,EGF,AVP
806	Hypophosphatemic rickets	C3536983	5	31	8.91182724616e-07	0.00014459992823824902	0.0001534727301	HRAS,FGF23,KRAS,AVPR2,NRAS
817	Ganglioneuroblastoma	C0206718	6	49	9.37057408557e-07	0.00014657337639038392	0.000199649737303	GDNF,EGFR,FGF8,RET,ERBB3,NCAM1
818	Rous Sarcoma	C0086942	6	49	9.37057408557e-07	0.00014675278076785073	0.000169320354388	RPS27A,PIK3CB,PIK3CA,EGF,UBC,SRC
819	Blast Phase	C0005699	12	221	9.55576694217e-07	0.00014693218514531757	0.000209380234506	CBL,HRAS,KIT,ABL1,CSF2,PTPN11,ABCB1,IL2,JAK2,SRC,NRAS,NCAM1
820	Abnormality of skin morphology	C4023528	33	1261	9.64114388546e-07	0.00014711158952278436	0.000162962962963	CBL,HRAS,FGF17,PDGFRB,EGFR,WNT5A,KIT,APOB,PIK3R1,SPTB,FGF3,IL2RG,SOS1,PDGFRA,FGF8,FGFR1,ACTN2,OCRL,LDLRAP1,RET,KRAS,PDGFB,PIK3CA,KITLG,PTPN11,FGFR3,SCARB2,JAK2,NRAS,FGF10,FGF20,TEK,FGFR2
822	Thickened skin	C0241165	15	339	1.02520454215e-06	0.00014747039827771798	0.000192253188474	HRAS,FGF17,PDGFRB,KIT,IL2RG,FGF8,FGFR1,ACTN2,KRAS,PDGFB,PIK3CA,KITLG,FGFR3,NRAS,FGFR2
823	Abnormality of the systemic arterial tree	C4021205	14	299	1.05168087983e-06	0.0001476498026551848	0.000327465210858	HRAS,PDGFRB,FZD4,APOB,LDLRAP1,RET,KRAS,PDGFB,PIK3CA,PTPN11,PIK3R2,JAK2,NRAS,FGFR2
824	Anaplastic thyroid carcinoma	C0238461	12	223	1.05737933909e-06	0.00014782920703265159	0.000185268312589	EGFR,KIT,MET,HGF,ABL1,SOS1,ERBB2,CSF2,RET,PIK3CB,PIK3CA,ABCB1
825	Familial cancer of breast	C0346153	10	155	1.06492358454e-06	0.0001480086114101184	0.000278452814905	HRAS,EGFR,WNT5A,ERBB2,ANGPT1,KRAS,PIK3CA,JAK2,TEK,FGFR2
826	Pes cavus	C0039273	10	155	1.06492358454e-06	0.00014818801578758524	0.000152368090521	FGF17,SYT2,FGF8,FGFR1,DNAJC6,RET,DNM2,NEFL,BIN1,SYNJ1
827	Gastrinoma	C0017150	5	32	1.08697044954e-06	0.00014836742016505203	0.000205198786382	EGFR,MET,HGF,ERBB2,EGF
832	Heart Diseases	C0018799	16	386	1.21736549541e-06	0.00014926444205238607	0.000219886632026	EGFR,APOB,CHRM2,CALM3,HGF,VAMP8,FGF2,ERBB2,FGF23,KRAS,PIK3CB,PIK3CA,PTPN11,ABCB1,JAK2,FGF1
863	Uterine leiomyosarcoma	C0280631	5	33	1.31650640922e-06	0.00015482597775385722	0.000226469338681	ERBB2,PIK3CA,FGFR3,SRC,NRAS
864	Abnormality of fluid regulation	C2364164	15	346	1.33885291409e-06	0.000155005382131324	0.000202181882652	CBL,PIK3R1,IL2RA,IL2RG,SOS1,OCRL,KRAS,CDC42,PTPN11,FGFR3,ERBB3,SCARB2,AVPR2,NRAS,IL2RB
865	Abnormality of cardiac ventricle	C4025752	14	305	1.34691341735e-06	0.00015518478650879082	0.000324752007558	HRAS,WNT5A,APOB,LRP2,SOS1,FGFR1,ACTN2,LDLRAP1,KRAS,PIK3CA,PTPN11,ERBB3,PIK3R2,FGFR2
867	Nervous tissue neoplasm	C0027665	6	52	1.41952257748e-06	0.00015554359526372445	0.000170594837262	GDNF,ERBB2,RET,KRAS,PIK3CA,PTPN11
874	Abnormality of the globe	C4022923	37	1529	1.51734273657e-06	0.00015679942590599212	0.00028125	CBL,HRAS,FGF17,PDGFRB,WNT5A,DIAPH1,FZD4,KIT,APOB,PIK3R1,LRP2,IL2RA,FGF3,FGF5,SOS1,FGF8,FGFR1,OCRL,LDLRAP1,RET,DNM2,KRAS,PDGFB,TFRC,PIK3CA,KITLG,PTPN11,FGFR3,ERBB3,PIK3R2,SRC,NRAS,AVP,FGF10,FGF20,FGFR2,IL2RB
875	Abnormal eye morphology	C4022925	37	1529	1.51734273657e-06	0.0001569788302834589	0.000280448717949	CBL,HRAS,FGF17,PDGFRB,WNT5A,DIAPH1,FZD4,KIT,APOB,PIK3R1,LRP2,IL2RA,FGF3,FGF5,SOS1,FGF8,FGFR1,OCRL,LDLRAP1,RET,DNM2,KRAS,PDGFB,TFRC,PIK3CA,KITLG,PTPN11,FGFR3,ERBB3,PIK3R2,SRC,NRAS,AVP,FGF10,FGF20,FGFR2,IL2RB
876	Pleural Effusion, Malignant	C0080032	7	75	1.52936743958e-06	0.00015715823466092574	0.000279877184695	EGFR,KIT,IL2RA,FGF2,ERBB2,RET,IL2
877	Acute monocytic leukemia	C0023465	7	75	1.52936743958e-06	0.00015733763903839256	0.000291963861151	IL2RG,CSF2,TFRC,PTPN11,ABCB1,IL2,EPS15
878	Tall stature	C0241240	8	101	1.56271960128e-06	0.00015751704341585934	0.000216374269006	HRAS,PDGFRB,FGF3,RET,KRAS,PIK3CA,FGFR3,NRAS
881	Adenoviral infections	C0851887	5	34	1.58415773488e-06	0.00015805525654825979	0.000257956448911	FGFR4,IRS2,HGF,CSF2,TEK
882	Pericardial effusion	C0031039	5	34	1.58415773488e-06	0.00015823466092572657	0.000251202137924	EGFR,MET,HGF,ERBB2,SCARB2
888	Urticaria Pigmentosa	C0042111	6	53	1.62056974629e-06	0.00015931108719052746	0.000223725072703	KIT,IL2RA,PDGFRA,PIK3CB,PIK3CA,KITLG
889	Abnormal inflammatory response	C4022805	20	581	1.66399378487e-06	0.00015949049156799424	0.000194861387168	CD3G,EGFR,JAK3,IGF2R,KIT,AP2S1,PIK3R1,MET,IL2RA,IL2RG,PDGFRA,OCRL,CD3D,TFRC,PIK3CA,FGFR3,JAK2,TEK,FGFR2,IL2RB
890	Increased inflammatory response	C4022803	20	581	1.66399378487e-06	0.00015966989594546108	0.000194862687205	CD3G,EGFR,JAK3,IGF2R,KIT,AP2S1,PIK3R1,MET,IL2RA,IL2RG,PDGFRA,OCRL,CD3D,TFRC,PIK3CA,FGFR3,JAK2,TEK,FGFR2,IL2RB
891	Familial adenomatous polyposis 1	C0032580	16	395	1.66523894107e-06	0.00015984930032292787	0.000225555030704	EGFR,KIT,IRS2,DAB2,MET,SOS1,CSF2,RET,KRAS,PDGFB,PIK3CB,PIK3CA,SYT1,ABCB1,PDGFA,RASGRF1
892	Gallbladder disease 4	C0012634	24	785	1.66841451477e-06	0.00016002870470039468	0.000238355609559	CBL,GDNF,SPTA1,PDGFRB,EGFR,FZD4,KIT,SPTAN1,IL2RA,FGF3,PDGFRA,KIAA0319,RET,DNM2,PIK3CB,PIK3CA,NEFL,PTPN11,ABCB1,FGFR3,IL5,LRRK2,JAK2,FGFR2
893	Paragangliomas 1	C0030421	7	76	1.69335258093e-06	0.00016020810907786152	0.00019012753897	ERBB2,FGFR1,RET,CD3D,PIK3CB,PIK3CA,FGFR3
895	Disease Progression	C0242656	12	233	1.725964767e-06	0.00016056691783279513	0.000165289928076	HRAS,EGFR,IL2RA,FGF2,ERBB2,M6PR,ABCB1,ERBB3,EGF,KLB,JAK2,ADRB2
898	X-linked severe combined immunodeficiency	C1279481	5	35	1.8946672371e-06	0.00016110513096519554	0.000329099495196	JAK1,JAK3,IL2RG,ABCB1,IL2
899	Abnormality of metabolism/homeostasis	C4021768	38	1607	1.93655533909e-06	0.00016128453534266235	0.000166402810227	CBL,GDNF,HRAS,PDGFRB,JAK3,KIT,AP2S1,APOB,PIK3R1,LRP2,SPTB,IL2RA,IL2RG,ABL1,SOS1,TF,FGFR1,ACTN2,OCRL,LDLRAP1,RET,DNM2,FGF23,KRAS,TFRC,PIK3CA,CDC42,PTPN11,FGFR3,ERBB3,SCARB2,EGF,AVPR2,JAK2,NRAS,AVP,FGF20,IL2RB
902	Cholangiocarcinoma	C0206698	16	401	2.04149415939e-06	0.0001618227484750628	0.000208788983394	EGFR,IGF2R,PTK2,LAT,CALM3,MET,HGF,EREG,PDGFRA,ERBB2,KRAS,PIK3CB,PIK3CA,EGF,PDGFA,FGFR2
903	Adenoid Cystic Carcinoma	C0010606	11	200	2.04212371757e-06	0.0001620021528525296	0.000249475890985	HRAS,FGFR4,EGFR,KIT,FGF2,EREG,ERBB2,KRAS,PIK3CA,NCAM1,FGF16
904	Bronchopulmonary Dysplasia	C0006287	12	237	2.08470144591e-06	0.00016218155722999642	0.000248913595184	PDGFRB,HSP90AA1,EGFR,FGF7,PDGFRA,ANGPT1,ERBB4,NRG1,SYNJ1,FGF10,RASGRF1,FGFR2
905	Carcinoma, Neuroendocrine	C0206695	6	55	2.09449537081e-06	0.0001623609616074632	0.000212871472082	EGFR,KIT,PDGFRA,ERBB2,EGF,NCAM1
906	Diabetes insipidus	C0011848	6	55	2.09449537081e-06	0.00016254036598493002	0.000239474153436	ERBB2,FGFR1,OCRL,UBB,AVPR2,AVP
907	High grade serous carcinoma	C0206701	8	105	2.16572224909e-06	0.00016271977036239686	0.000234642497482	EGFR,DAB2,ERBB2,KRAS,PIK3CB,PIK3CA,EGF,PTK6
908	Abnormality of the midface	C4021811	14	317	2.16982800594e-06	0.00016289917473986365	0.000290716612378	HRAS,PDGFRB,WNT5A,LRP2,SOS1,FGFR1,OCRL,KRAS,PIK3CA,CDC42,PTPN11,FGFR3,NRAS,FGFR2
909	Anaplastic Oligodendroglioma	C0334590	9	135	2.24305683894e-06	0.00016307857911733047	0.000327709321033	EGFR,KIT,FGF2,PDGFRA,PDGFB,PIK3CA,ABCB1,IL2,IL2RB
911	Metastatic Carcinoma	C1384494	5	36	2.2530032372e-06	0.0001634373878722641	0.000195411066462	EGFR,ERBB2,PIK3CB,PIK3CA,IL2
912	Craniofacial malformations, asymmetric, with polysyndactyly and abnormal skin and gut development	C0376634	11	202	2.26522483637e-06	0.00016361679224973088	0.000210389187429	EGFR,SPRY2,FZD4,LRP2,FGF3,SOS1,PDGFRA,FGF8,FGFR1,PTPN11,FGFR2
913	Malignant neoplasm of gallbladder	C0153452	10	168	2.34851937753e-06	0.00016379619662719772	0.000258332583292	EGFR,APOB,AGFG1,CALM3,HGF,ERBB2,KRAS,PIK3CB,PIK3CA,ABCB1
914	Endometriosis of uterus	C0341858	6	56	2.37168583017e-06	0.0001639756010046645	0.000207030861933	HGF,SOS1,FGF2,PIK3CA,FGF1,IL2RB
915	Radioulnar synostosis	C0158761	6	56	2.37168583017e-06	0.00016415500538213132	0.000220161673799	SOS1,KRAS,PTPN11,FGFR3,NRAS,FGFR2
917	Bone Diseases	C0005940	10	169	2.48819870241e-06	0.00016451381413706495	0.000190369312385	KL,EGFR,LRP2,HGF,SOS1,ERBB2,FGF23,SYT1,FGFR3,FYN
918	Epiphyseal dysplasia, multiple, with myopia and conductive deafness	C0027092	15	363	2.48975290229e-06	0.00016469321851453176	0.000295554469956	PIK3R1,LRP2,CHRM2,MET,HGF,FGF2,KRAS,PIK3CA,PTPN11,FGFR3,ERBB3,SPTBN1,NRAS,FGF10,RASGRF1
923	Abnormality of the thorax	C4021797	18	501	2.63417363944e-06	0.00016559024040186583	0.00018464850895	CBL,HRAS,PDGFRB,WNT5A,SOS1,FGFR1,OCRL,RET,DNM2,KRAS,PIK3CA,PTPN11,FGFR3,PIK3R2,BIN1,JAK2,NRAS,FGFR2
925	Tumor necrosis	C0333516	10	170	2.63519460308e-06	0.00016594904915679943	0.000207241286139	JAK1,EGFR,AGFG1,ERBB2,FGFR1,CSF2,KRAS,EGF,IL2,IL2RB
926	Abnormal vascular morphology	C4293699	16	409	2.66226339085e-06	0.00016612845353426622	0.000191003692514	HRAS,PDGFRB,APOB,SOS1,FGFR1,LDLRAP1,KRAS,PDGFB,PIK3CA,CDC42,PTPN11,FGFR3,PIK3R2,NRAS,TEK,FGFR2
927	Abnormal urine phosphate concentration	C4022828	5	37	2.66480314359e-06	0.00016630785791173306	0.000184834123223	HRAS,OCRL,FGF23,KRAS,NRAS
928	Hyperphosphaturia	C0268079	5	37	2.66480314359e-06	0.00016648726228919985	0.000183783238226	HRAS,OCRL,FGF23,KRAS,NRAS
940	Medullary carcinoma	C0206693	6	57	2.67897626516e-06	0.0001686401148188016	0.000194271198511	HSP90AA1,ERBB2,RET,KRAS,EGF,NRG1
946	Mixed Salivary Gland Tumor	C0026277	8	109	2.95912395909e-06	0.00016971654108360244	0.000237523689198	EGFR,PDGFRA,ERBB2,KRAS,PIK3CA,SRC,PDGFA,FGFR2
947	Hearing abnormality	C4025860	26	921	2.9987886786e-06	0.00016989594546106926	0.000235272045028	GDNF,FGF17,PDGFRB,DIAPH1,KIT,PIK3R1,LRP2,FGF3,HGF,SYT2,SOS1,FGF8,FGFR1,ACTN2,RET,KRAS,PIK3CA,CDC42,KITLG,NRTN,PTPN11,FGFR3,JAK2,NRAS,FGF10,FGFR2
948	Oropharyngeal squamous cell carcinoma	C0280313	6	58	3.01863658647e-06	0.00017007534983853607	0.00019771218853	EGFR,MET,ERBB2,KRAS,PIK3CA,ERBB3
949	Malignant neoplasm of stomach stage IV	C0278498	5	38	3.13587166123e-06	0.00017025475421600286	0.000221954530987	EGFR,MET,ERBB2,PIK3CA,FGFR2
952	Dissecting aneurysm of the thoracic aorta	C0729233	10	174	3.30185705399e-06	0.0001707929673484033	0.000369154463864	KL,EGFR,IGF2R,IL2RA,FGF23,KRAS,IL2,FGF10,FYN,ADRB2
954	Chromosome 8, trisomy	C0008671	6	59	3.39361871404e-06	0.00017115177610333693	0.000201595831298	PDGFRB,KIT,ABL1,PDGFRA,ERBB2,JAK2
955	Carcinoma, Lobular	C0206692	6	59	3.39361871404e-06	0.00017133118048080374	0.000259943873654	WNT5A,ERBB2,FGFR1,PIK3CA,ABCB1,ERBB3
956	Hypermelanotic macule	C1842774	6	59	3.39361871404e-06	0.00017151058485827053	0.000173808082172	KIT,KRAS,PIK3CA,KITLG,PTPN11,FGFR3
958	Neoplasm of the endocrine system	C0014132	8	111	3.44185516399e-06	0.00017186939361320415	0.000235897435897	GDNF,EGFR,ERBB2,RET,KRAS,PIK3CA,NRTN,NRAS
960	Fanconi anemia	C0015625	12	249	3.59019755325e-06	0.0001722282023681378	0.000206703910615	IL3,JAK1,HSP90AA1,SPTAN1,LRP2,ABL1,OCRL,CSF2,SYT1,CDC42,KITLG,JAK2
962	Abnormality of erythrocytes	C0391870	15	374	3.64695724364e-06	0.0001725870111230714	0.000305324865657	CD3G,SPTA1,KIT,APOB,SPTB,IL2RA,IL2RG,TF,PDGFRA,OCRL,TFRC,SCARB2,JAK2,NRAS,TEK
963	Intracranial glioma	C3665419	5	39	3.67258387968e-06	0.0001727664155005382	0.000198013352874	EGFR,HGF,SOS1,CSF2,EGF
965	Head and Neck Neoplasms	C0018671	14	333	3.95812355525e-06	0.00017312522425547182	0.000218718091311	FGF9,FGFR4,EGFR,FZD4,ROBO1,IL2RA,FGF5,FGF2,ERBB2,RET,CD4,KRAS,ABCB1,EGF
967	Lymphoid leukemia	C0023448	12	252	4.09198217444e-06	0.00017348403301040548	0.000252479924421	IL3,IL2RA,ABL1,IL3RA,PDGFRA,KRAS,PTPN11,ABCB1,GRB2,JAK2,NRAS,NCAM1
985	Malignant neoplasm of the central nervous system	C0348374	6	61	4.26059931258e-06	0.00017671331180480805	0.000199775533109	GDNF,ERBB2,RET,KRAS,PIK3CA,PTPN11
986	Leukocytosis	C0023518	6	61	4.26059931258e-06	0.00017689271618227483	0.000262857655229	PDGFRB,KIT,IL2RG,ABL1,PDGFRA,JAK2
987	Hypophosphatemia	C0085682	5	40	4.28165078614e-06	0.00017707212055974168	0.000196641981223	HRAS,OCRL,FGF23,KRAS,NRAS
988	Broad toe	C1865038	5	40	4.28165078614e-06	0.00017725152493720846	0.000190836088805	WNT5A,FGFR1,FGFR3,FGF10,FGFR2
989	Alveolar proteinosis	C0034050	5	40	4.28165078614e-06	0.00017743092931467528	0.000190599905527	CSF2RA,ABL1,CSF2,CSF2RB,IL5
992	Arrhythmias, Cardiac	C0003811	14	338	4.7400420965e-06	0.00017796914244707572	0.000198938992042	HRAS,APOB,CALM3,SOS1,ACTN2,LDLRAP1,RET,KRAS,PIK3CA,PTPN11,FGFR3,EGF,NRAS,AVP
993	Childhood Leukemia	C1332977	6	62	4.75878756767e-06	0.0001781485468245425	0.000252823482111	CSF2,KRAS,PTPN11,SPTBN1,NRAS,ARTN
996	Neoplasm of the tongue	C0040411	5	41	4.97040871505e-06	0.00017868675995694295	0.000262175580698	HRAS,ERBB2,KRAS,PIK3CA,PIK3C2A
1029	secondary acute myeloid leukemia	C0280449	6	63	5.30453847447e-06	0.0001846071044133477	0.00035175879397	CBL,IL3,ABL1,RET,ABCB1,JAK2
1031	Abnormal location of ears	C4021810	16	432	5.50517206299e-06	0.00018496591316828132	0.00021240302071	CBL,GDNF,HRAS,WNT5A,LRP2,FGF3,SOS1,FGFR1,OCRL,RET,KRAS,PTPN11,FGFR3,NRAS,FGF20,FGFR2
1032	Narrow palate	C1398312	7	89	5.61869101068e-06	0.0001851453175457481	0.000235872235872	HRAS,WNT5A,OCRL,RET,PTPN11,FGFR3,FGFR2
1035	Acanthosis nigricans	C0000889	5	42	5.74646074458e-06	0.00018568353067814855	0.000194378837978	HRAS,FGFR1,FGFR3,FGFR2,ADRB2
1036	Gestational trophoblastic disease	C1135868	5	42	5.74646074458e-06	0.00018586293505561536	0.000274487771473	EGFR,DAB2,ERBB2,ERBB4,ERBB3
